area_id,state_ut,district,locality,crime_risk_index,accident_risk_index,road_condition_score,sanitation_hygiene_score,public_review_score,emergency_access_score,environment_score,infrastructure_score,tourist_facilities_score,tourist_safety_score,tourist_friendliness_score,data_status,real_data_sources,score_method,data_year,requested_region_quota
IN-00001,Odisha,Angul,Angul Heritage Area 0001,41.0,61.53,49.64,36.36,15.43,46.91,75.77,33.68,43.94,44.22,41.9,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-02551,Telangana,Jagtial,Jagtial Tourist Zone 0551,55.67,19.35,84.33,66.07,77.19,73.9,76.9,59.23,72.34,68.55,72.28,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02552,Telangana,Jangaon,Jangaon Hill Area 0552,32.29,68.4,27.76,52.92,92.38,48.66,77.27,44.46,73.16,56.36,57.09,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02553,Telangana,Jayashankar Bhupalpally,Jayashankar Bhupalpally Market Area 0553,35.9,50.55,79.99,43.19,79.47,75.97,96.58,70.89,98.0,66.27,71.31,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02554,Telangana,Jogulamba Gadwal,Jogulamba Gadwal Urban Area 0554,50.67,83.44,38.49,48.54,88.04,94.48,77.06,51.48,45.61,54.38,62.16,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02555,Telangana,Kamareddy,Kamareddy Temple Area 0555,34.93,45.14,43.99,59.83,89.02,74.31,65.49,73.18,54.57,64.13,66.25,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02556,Telangana,Karimnagar,Karimnagar Hill Area 0556,49.86,40.07,26.75,61.8,62.85,67.01,68.61,46.43,96.82,54.37,54.51,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02557,Telangana,Khammam,Khammam Beach Area 0557,37.05,31.09,64.39,47.31,66.27,93.74,41.66,62.38,41.52,64.23,62.53,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02558,Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad Temple Area 0558,61.71,74.31,71.92,61.74,69.92,89.65,98.0,66.67,60.97,57.83,70.43,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02559,Telangana,Mahabubabad,Mahabubabad Hill Area 0559,64.33,91.44,56.22,93.22,49.62,45.46,63.77,56.46,52.87,47.79,58.38,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02560,Telangana,Mahbubnagar,Mahbubnagar Heritage Area 0560,36.96,50.92,77.97,87.77,77.61,55.36,47.13,77.42,68.57,67.52,71.37,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02561,Telangana,Mancherial,Mancherial Urban Area 0561,10.95,47.64,70.97,62.01,85.03,72.74,68.42,78.43,48.74,73.51,73.04,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02562,Telangana,Medak,Medak Rural Area 0562,42.29,50.37,58.88,58.92,66.43,50.61,91.68,87.55,45.05,59.15,65.41,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02563,Telangana,Medchal-Malkajgiri,Medchal-Malkajgiri Urban Area 0563,63.58,56.59,45.71,58.25,60.73,98.0,91.77,57.72,79.78,54.71,63.13,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02564,Telangana,Mulugu,Mulugu Transit Corridor 0564,48.37,67.49,77.4,67.26,69.12,65.8,23.51,52.66,56.31,57.61,60.67,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02565,Telangana,Nagarkurnool,Nagarkurnool Rural Area 0565,27.69,77.66,74.84,46.49,72.64,52.23,81.15,33.13,68.23,59.81,60.7,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02566,Telangana,Nalgonda,Nalgonda Rural Area 0566,62.92,37.15,58.08,48.01,65.96,60.55,83.63,93.49,64.96,54.74,63.26,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02567,Telangana,Narayanpet,Narayanpet Beach Area 0567,55.84,86.55,49.62,88.48,92.35,75.47,64.23,49.25,63.56,58.38,68.06,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02568,Telangana,Nirmal,Nirmal Tourist Zone 0568,51.07,44.1,82.48,82.82,57.72,50.34,72.13,79.79,60.71,62.71,69.36,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02569,Telangana,Nizamabad,Nizamabad Market Area 0569,33.71,66.64,89.54,82.61,55.44,59.85,34.75,33.72,87.9,63.44,62.83,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02570,Telangana,Peddapalli,Peddapalli Hill Area 0570,19.89,25.3,48.16,64.78,80.74,58.09,77.31,20.17,93.8,69.96,62.1,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02571,Telangana,Rajanna Sircilla,Rajanna Sircilla Hill Area 0571,47.76,64.8,29.82,60.02,79.23,83.84,34.65,71.31,42.35,53.82,57.79,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02572,Telangana,Rangareddy,Rangareddy Nature Area 0572,56.2,78.34,87.12,58.81,90.78,67.38,41.48,81.2,71.92,58.52,69.14,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02573,Telangana,Sangareddy,Sangareddy Market Area 0573,25.53,25.17,77.25,55.07,46.63,63.94,60.97,55.54,51.82,66.13,61.42,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02574,Telangana,Siddipet,Siddipet Heritage Area 0574,38.73,70.2,88.74,38.29,82.58,34.77,91.86,37.5,62.37,59.3,62.68,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02575,Telangana,Suryapet,Suryapet Transit Corridor 0575,34.61,64.17,71.73,73.46,82.04,24.12,69.73,66.14,88.83,61.7,65.51,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02576,Telangana,Vikarabad,Vikarabad Temple Area 0576,34.54,41.92,40.09,94.54,77.86,57.91,57.82,87.99,50.48,65.63,68.65,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02577,Telangana,Wanaparthy,Wanaparthy Heritage Area 0577,44.37,68.02,24.04,70.23,81.19,70.41,65.75,61.57,49.49,55.35,59.93,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02578,Telangana,Warangal,Warangal Market Area 0578,46.17,43.02,60.36,78.1,98.0,60.82,91.3,57.12,45.51,68.12,73.42,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02579,Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri Rural Area 0579,39.37,47.26,62.3,43.69,59.07,70.76,68.15,55.49,87.82,58.31,58.78,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02580,Tripura,Dhalai,Dhalai Temple Area 0580,47.7,49.98,96.24,73.1,64.7,89.93,43.76,41.28,49.01,66.86,69.32,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02581,Tripura,Gomati,Gomati Nature Area 0581,43.68,5.0,66.74,58.37,77.12,47.5,42.01,65.44,78.32,65.52,62.21,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02582,Tripura,Khowai,Khowai Urban Area 0582,40.15,58.12,27.39,39.14,65.01,47.66,39.05,48.23,48.02,47.7,45.15,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02583,Tripura,North Tripura,North Tripura Transit Corridor 0583,53.62,61.19,72.46,72.04,62.58,56.1,73.15,44.38,67.99,57.75,62.86,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02584,Tripura,Sepahijala,Sepahijala Rural Area 0584,69.49,71.93,43.79,68.15,67.65,39.74,76.57,75.0,56.06,46.58,57.71,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02585,Tripura,South Tripura,South Tripura Market Area 0585,38.52,51.11,60.47,67.39,65.69,86.14,70.11,66.22,67.81,63.86,67.24,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02586,Tripura,Unakoti,Unakoti Temple Area 0586,33.66,39.13,38.22,51.69,63.75,70.96,71.43,63.17,52.3,59.43,58.46,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02587,Tripura,West Tripura,West Tripura Tourist Zone 0587,62.99,80.6,93.56,64.56,73.89,26.71,66.36,62.63,79.08,52.95,63.61,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02588,Uttar Pradesh,Agra,Agra Rural Area 0588,35.97,56.37,60.76,61.13,67.25,54.51,45.53,94.52,98.0,58.65,62.49,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02589,Uttar Pradesh,Aligarh,Aligarh Transit Corridor 0589,43.58,34.97,54.69,77.52,84.47,45.32,54.87,70.13,76.37,63.64,65.44,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02590,Uttar Pradesh,Ambedkar Nagar,Ambedkar Nagar Beach Area 0590,32.71,41.2,61.42,67.03,71.35,35.76,60.67,51.47,82.48,62.22,60.31,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02591,Uttar Pradesh,Amroha,Amroha Temple Area 0591,65.0,60.17,87.84,33.51,54.4,55.71,78.53,55.8,49.25,50.58,58.01,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02592,Uttar Pradesh,Auraiya,Auraiya Beach Area 0592,23.56,48.96,65.88,79.45,89.67,63.27,56.91,53.15,45.25,71.19,70.38,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02593,Uttar Pradesh,Ayodhya,Ayodhya Rural Area 0593,54.38,44.8,66.65,75.74,74.32,79.33,61.26,39.68,56.33,63.19,66.33,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02594,Uttar Pradesh,Azamgarh,Azamgarh Tourist Zone 0594,44.39,58.85,64.15,70.89,61.35,51.63,74.85,65.36,49.47,58.44,63.25,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02595,Uttar Pradesh,Baghpat,Baghpat Nature Area 0595,49.95,76.68,67.75,81.29,89.13,78.73,63.57,44.78,67.52,62.79,70.13,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02596,Uttar Pradesh,Bahraich,Bahraich Hill Area 0596,64.06,58.21,5.0,78.55,87.81,40.25,85.23,26.77,62.9,49.24,53.24,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02597,Uttar Pradesh,Ballia,Ballia Tourist Zone 0597,47.74,5.0,68.69,81.3,62.83,71.45,58.1,11.32,82.35,69.29,63.33,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02598,Uttar Pradesh,Balrampur,Balrampur Hill Area 0598,81.49,66.8,26.47,33.65,45.69,37.62,74.21,50.51,47.65,32.95,40.34,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02599,Uttar Pradesh,Banda,Banda Rural Area 0599,41.2,69.55,47.75,60.15,63.38,43.47,76.64,76.33,66.9,53.14,58.62,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02600,Uttar Pradesh,Barabanki,Barabanki Beach Area 0600,45.01,34.61,52.03,69.96,74.47,61.97,69.7,51.33,74.82,62.71,63.45,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02601,Uttar Pradesh,Bareilly,Bareilly Transit Corridor 0601,43.16,53.81,72.55,82.4,60.45,46.95,42.36,59.55,75.63,60.26,62.26,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02602,Uttar Pradesh,Basti,Basti Hill Area 0602,66.52,27.55,98.0,50.96,72.34,30.43,52.01,80.53,69.26,58.08,64.01,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02603,Uttar Pradesh,Bhadohi,Bhadohi Tourist Zone 0603,67.17,44.71,81.56,64.54,49.11,85.47,77.27,98.0,72.86,58.19,69.91,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02604,Uttar Pradesh,Bijnor,Bijnor Tourist Zone 0604,39.27,38.21,28.64,58.25,93.13,79.3,63.63,41.94,55.33,62.57,61.13,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02605,Uttar Pradesh,Budaun,Budaun Nature Area 0605,56.81,52.13,52.49,46.54,83.87,19.51,75.92,98.0,38.68,51.16,59.57,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02606,Uttar Pradesh,Bulandshahr,Bulandshahr Transit Corridor 0606,33.87,52.81,36.21,82.93,75.68,60.46,79.95,68.28,86.95,62.88,65.81,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02607,Uttar Pradesh,Chandauli,Chandauli Market Area 0607,50.79,64.24,43.44,69.42,83.76,30.36,45.37,68.98,76.37,52.46,57.08,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02608,Uttar Pradesh,Chitrakoot,Chitrakoot Transit Corridor 0608,62.18,55.15,35.9,81.84,72.44,35.86,78.86,75.36,83.54,52.24,60.59,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02609,Uttar Pradesh,Deoria,Deoria Heritage Area 0609,51.46,69.39,72.56,85.06,48.69,47.62,45.44,55.17,80.23,54.71,59.45,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02610,Uttar Pradesh,Etah,Etah Urban Area 0610,56.77,70.16,70.02,34.19,85.35,54.74,54.91,79.32,17.51,51.94,60.32,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02611,Uttar Pradesh,Etawah,Etawah Urban Area 0611,87.26,75.79,32.49,82.24,66.62,72.68,59.21,81.71,61.34,44.25,59.63,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02612,Uttar Pradesh,Farrukhabad,Farrukhabad Rural Area 0612,50.0,78.76,51.44,56.87,88.15,90.0,79.61,40.35,74.81,58.14,65.0,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02613,Uttar Pradesh,Fatehpur,Fatehpur Market Area 0613,89.81,34.56,54.31,43.08,43.33,55.43,59.79,87.1,80.85,42.0,51.84,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02614,Uttar Pradesh,Firozabad,Firozabad Tourist Zone 0614,28.29,54.02,74.3,68.34,69.53,46.98,59.82,47.81,55.46,64.34,63.37,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02615,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar Market Area 0615,67.01,61.59,43.21,71.3,67.88,31.74,65.42,81.67,51.81,47.81,57.19,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02616,Uttar Pradesh,Ghaziabad,Ghaziabad Hill Area 0616,33.9,48.73,52.68,51.81,60.76,83.31,72.1,70.53,75.59,60.94,62.62,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02617,Uttar Pradesh,Ghazipur,Ghazipur Transit Corridor 0617,67.28,48.53,44.99,63.79,86.44,64.07,67.11,43.81,69.46,54.95,60.52,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-02618,Uttar Pradesh,Gonda,Gonda Market Area 0618,54.26,10.53,73.62,95.93,96.74,57.91,65.73,29.79,62.92,73.88,73.76,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
